brand;year;transmission;mileage;fuelType;tax;mpg;engineSize;price
vauxhall;2005;Manual;36000;Petrol;165.0;47.1;1.2;1995
vauxhall;2019;Manual;1248;Diesel;145.0;53.3;1.5;16438
bmw;2019;Semi-Auto;3200;Diesel;145.0;44.1;3.0;52490
toyota;2012;Manual;99600;Diesel;265.0;38.7;2.5;7750
hyundi;2015;Manual;33036;Diesel;20.0;67.3;1.7;9498
vw;2006;Manual;117000;Diesel;150.0;50.4;1.9;3195
audi;2019;Semi-Auto;7606;Diesel;145.0;33.6;3.0;57970
audi;2015;Automatic;82820;Diesel;260.0;41.5;3.0;20000
toyota;2011;Manual;74488;Petrol;200.0;41.5;1.6;5899
ford;2011;Manual;35006;Petrol;200.0;42.8;1.6;3999
skoda;2018;Manual;21500;Petrol;150.0;61.4;1.0;9422
vw;2019;Automatic;9626;Diesel;145.0;39.2;2.0;26980
vauxhall;2014;Manual;51099;Diesel;125.0;60.1;2.0;7298
audi;2018;Automatic;2249;Diesel;145.0;40.4;3.0;38572
skoda;2013;Automatic;36374;Petrol;160.0;44.1;1.2;9000
merc;2015;Semi-Auto;43072;Diesel;205.0;39.2;2.1;20498
ford;2014;Manual;28883;Petrol;30.0;57.7;1.2;4430
bmw;2017;Automatic;39890;Diesel;145.0;49.6;3.0;23750
audi;2019;Automatic;6000;Diesel;145.0;32.8;3.0;64990
bmw;2018;Semi-Auto;7732;Petrol;145.0;34.0;3.0;36498
bmw;2017;Semi-Auto;25357;Diesel;200.0;47.9;3.0;25990
merc;2004;Automatic;121000;Diesel;325.0;29.7;2.7;19950
ford;2017;Manual;20122;Diesel;30.0;64.2;1.5;14000
vw;2019;Semi-Auto;6789;Diesel;145.0;50.4;2.0;29995
vw;2013;Automatic;41394;Diesel;145.0;53.3;2.0;10000
merc;2016;Automatic;55700;Diesel;20.0;67.3;2.1;13795
toyota;2017;Automatic;30687;Hybrid;0.0;94.1;1.8;20100
hyundi;2016;Manual;15135;Petrol;125.0;50.4;1.4;8489
bmw;2014;Automatic;67210;Diesel;200.0;47.9;3.0;18500
audi;2017;Automatic;3793;Diesel;145.0;50.4;3.0;34930
ford;2017;Manual;21575;Petrol;145.0;20.9;5.0;49999
ford;2018;Manual;7916;Petrol;150.0;43.5;1.2;9599
bmw;2018;Semi-Auto;16334;Diesel;145.0;40.9;3.0;37790
bmw;2020;Semi-Auto;2000;Petrol;145.0;32.5;3.0;51000
hyundi;2018;Semi-Auto;31350;Diesel;145.0;42.8;2.2;19099
bmw;2017;Automatic;20671;Diesel;125.0;57.6;3.0;27500
toyota;2013;Automatic;84553;Hybrid;0.0;68.9;1.8;13495
toyota;2014;Automatic;54000;Diesel;325.0;34.9;3.0;25490
vw;2018;Automatic;45325;Diesel;260.0;36.2;3.0;25490
ford;2020;Manual;3214;Petrol;145.0;50.4;1.0;20590
vw;2019;Automatic;50;Diesel;145.0;32.8;2.0;40999
bmw;2020;Semi-Auto;1000;Petrol;145.0;38.7;2.0;34995
merc;2016;Automatic;16000;Petrol;325.0;30.4;4.0;61948
audi;2019;Automatic;7890;Diesel;145.0;40.4;3.0;38975
vw;2019;Automatic;3800;Diesel;145.0;33.6;2.0;44995
ford;2019;Manual;1225;Petrol;145.0;50.4;1.0;23999
vauxhall;2015;Manual;36538;Petrol;160.0;47.1;1.4;8298
ford;2016;Manual;19406;Diesel;125.0;56.5;2.0;16798
merc;2016;Automatic;34612;Diesel;20.0;67.3;2.1;19748
vw;2015;Semi-Auto;17145;Petrol;160.0;44.1;2.0;15490
toyota;2015;Manual;40857;Diesel;30.0;62.8;1.6;10495
audi;2013;Semi-Auto;98386;Petrol;325.0;31.0;2.5;15490
vw;2019;Semi-Auto;6601;Diesel;145.0;50.4;2.0;28622
ford;2017;Manual;10373;Petrol;145.0;54.3;1.0;12498
bmw;2016;Semi-Auto;24446;Petrol;205.0;41.5;3.0;24995
vw;2019;Semi-Auto;3757;Diesel;145.0;33.2;2.0;30900
vw;2019;Automatic;8500;Diesel;260.0;33.6;3.0;34490
vauxhall;2018;Manual;5486;Diesel;145.0;53.3;1.5;14498
hyundi;2014;Manual;50993;Diesel;150.0;53.3;2.2;7995
skoda;2019;Automatic;3882;Diesel;145.0;54.3;1.6;20995
vw;2017;Semi-Auto;19458;Diesel;150.0;57.6;2.0;16495
bmw;2006;Semi-Auto;89000;Petrol;570.0;19.1;5.0;12495
audi;2013;Automatic;93080;Diesel;145.0;55.4;3.0;12000
audi;2016;Automatic;26818;Diesel;200.0;47.9;3.0;21999
vw;2019;Semi-Auto;3365;Diesel;145.0;29.4;2.0;52999
hyundi;2017;Semi-Auto;29249;Diesel;235.0;42.8;2.2;18350
merc;2015;Semi-Auto;44984;Diesel;300.0;39.2;3.0;21498
toyota;2014;Manual;30437;Petrol;200.0;42.8;1.6;9491
audi;2013;Automatic;63250;Diesel;205.0;48.7;3.0;16500
audi;2018;Semi-Auto;23249;Petrol;145.0;32.1;2.9;52422
bmw;2016;Semi-Auto;38680;Diesel;200.0;47.1;3.0;27750
merc;2020;Semi-Auto;1508;Diesel;145.0;47.9;2.0;35400
bmw;2020;Semi-Auto;5;Petrol;150.0;38.7;2.0;33850
bmw;2015;Automatic;40517;Petrol;260.0;36.2;3.0;20000
vw;2019;Manual;5000;Diesel;145.0;52.3;2.0;26490
vauxhall;2020;Manual;1858;Petrol;145.0;42.2;1.2;18588
vw;2019;Automatic;6750;Diesel;145.0;39.2;2.0;28965
skoda;2019;Manual;4451;Petrol;150.0;49.6;1.0;14990
merc;2015;Automatic;25653;Diesel;200.0;39.2;2.1;19300
merc;2018;Automatic;21000;Diesel;260.0;35.8;2.3;27995
bmw;2019;Automatic;13000;Petrol;150.0;24.1;4.4;69948
bmw;2019;Semi-Auto;4000;Petrol;145.0;26.4;3.0;63999
bmw;2019;Automatic;339;Petrol;145.0;34.5;3.0;47980
bmw;2020;Semi-Auto;2679;Petrol;145.0;26.9;3.0;43898
ford;2017;Manual;35853;Diesel;30.0;64.2;1.5;10498
skoda;2013;Manual;44000;Petrol;30.0;55.4;1.2;4990
hyundi;2019;Automatic;10035;Diesel;145.0;42.8;2.2;30999
ford;2017;Manual;21213;Diesel;150.0;47.9;2.0;21700
skoda;2013;Manual;56000;Diesel;20.0;72.4;1.6;5495
bmw;2020;Semi-Auto;3340;Diesel;145.0;34.9;3.0;55890
toyota;2019;Automatic;7000;Other;135.0;217.3;1.8;26990
skoda;2020;Manual;1050;Petrol;145.0;49.6;1.0;17000
ford;2017;Automatic;18209;Diesel;145.0;56.6;1.5;14998
vauxhall;2019;Manual;8087;Diesel;150.0;53.3;1.5;13998
bmw;2017;Manual;15500;Petrol;330.0;32.1;3.0;35995
audi;2018;Semi-Auto;4524;Diesel;145.0;40.4;3.0;35000
audi;2016;Automatic;70000;Diesel;200.0;47.9;3.0;17990
vw;2018;Manual;15490;Petrol;145.0;51.4;1.2;16995
toyota;2019;Manual;28;Diesel;260.0;40.4;2.4;30495
toyota;2017;Manual;6725;Petrol;145.0;36.2;2.0;19500
bmw;2020;Semi-Auto;1501;Petrol;145.0;38.7;2.0;34995
ford;2018;Automatic;8339;Diesel;145.0;52.3;2.0;24499
ford;2019;Manual;3710;Diesel;150.0;35.3;2.0;19999
skoda;2019;Semi-Auto;2355;Petrol;145.0;47.1;1.0;15998
hyundi;2015;Manual;54076;Diesel;165.0;51.4;2.0;9795
ford;2019;Manual;1956;Diesel;145.0;61.4;1.5;17950
merc;2016;Semi-Auto;32609;Diesel;300.0;37.2;3.0;39799
bmw;2013;Semi-Auto;30500;Petrol;570.0;24.6;4.0;25945
audi;2020;Semi-Auto;1200;Diesel;150.0;38.2;3.0;38990
hyundi;2016;Automatic;15728;Petrol;165.0;43.5;1.6;9750
toyota;2017;Manual;14736;Petrol;150.0;36.2;2.0;18998
hyundi;2015;Manual;40096;Diesel;145.0;54.3;1.7;8991
bmw;2004;Manual;39000;Petrol;330.0;31.0;3.0;8750
merc;2019;Automatic;20429;Diesel;145.0;37.2;3.0;45550
toyota;2018;Manual;25883;Diesel;145.0;67.3;1.6;12000
hyundi;2017;Semi-Auto;21891;Diesel;240.0;42.8;2.2;19750
bmw;2015;Automatic;62953;Diesel;160.0;51.4;3.0;18990
merc;2019;Automatic;500;Diesel;260.0;35.8;2.3;26995
hyundi;2015;Semi-Auto;29823;Diesel;260.0;41.5;2.2;15975
hyundi;2019;Semi-Auto;2251;Diesel;145.0;40.9;2.2;32280
bmw;2019;Semi-Auto;5283;Diesel;145.0;33.6;3.0;69995
vw;2019;Semi-Auto;2936;Diesel;145.0;55.4;2.0;26995
merc;2019;Semi-Auto;11886;Diesel;145.0;48.7;2.9;51540
vw;2016;Semi-Auto;4289;Petrol;200.0;39.2;1.8;15000
vw;2019;Manual;2759;Diesel;145.0;57.7;2.0;19999
toyota;2014;Automatic;50647;Hybrid;0.0;134.5;1.8;15362
toyota;2020;Automatic;10000;Hybrid;135.0;52.3;2.5;26490
bmw;2019;Semi-Auto;2212;Diesel;145.0;42.2;3.0;45400
bmw;2011;Automatic;96000;Diesel;300.0;37.7;3.0;13440
toyota;2017;Manual;19420;Petrol;145.0;36.2;2.0;17250
bmw;2009;Manual;65000;Petrol;580.0;21.9;4.0;16950
merc;2019;Automatic;12000;Petrol;145.0;21.4;4.0;139948
skoda;2016;Manual;25183;Petrol;20.0;57.7;1.2;8495
bmw;2020;Semi-Auto;12;Petrol;145.0;38.7;2.0;30990
skoda;2019;Manual;5;Petrol;145.0;49.6;1.0;15490
hyundi;2014;Manual;27410;Diesel;165.0;51.4;2.0;10499
toyota;2016;Manual;51840;Diesel;260.0;38.7;2.5;11292
audi;2017;Automatic;13000;Petrol;150.0;34.0;3.0;38995
merc;2011;Automatic;54000;Diesel;200.0;46.3;3.0;12995
ford;2019;Semi-Auto;1461;Diesel;145.0;37.2;2.0;32397
audi;2019;Automatic;3000;Diesel;145.0;47.1;2.0;35845
toyota;2018;Manual;34868;Diesel;260.0;40.4;2.4;21998
vw;2019;Semi-Auto;6008;Petrol;145.0;35.8;1.5;27990
toyota;2016;Manual;55232;Diesel;260.0;36.7;3.0;14485
ford;2014;Manual;39987;Petrol;30.0;57.7;1.2;4591
merc;2019;Automatic;2010;Diesel;145.0;34.0;3.0;67600
vw;2015;Semi-Auto;56508;Diesel;145.0;54.3;2.0;10775
hyundi;2018;Manual;34168;Diesel;145.0;37.7;2.5;15000
merc;2017;Semi-Auto;8591;Petrol;150.0;39.2;3.5;28995
bmw;2019;Automatic;5929;Diesel;145.0;31.4;3.0;72500
hyundi;2016;Automatic;7275;Petrol;160.0;43.5;1.6;9995
hyundi;2013;Semi-Auto;72854;Diesel;260.0;41.5;2.2;12245
hyundi;2017;Manual;48034;Diesel;205.0;47.1;2.2;15998
toyota;2016;Automatic;9444;Other;160.0;43.5;1.8;16700
skoda;2019;Manual;100;Diesel;145.0;57.7;1.6;16295
toyota;2013;Manual;95059;Diesel;30.0;62.8;2.0;5990
merc;2007;Automatic;74000;Petrol;325.0;32.1;1.8;5290
audi;2019;Semi-Auto;7800;Petrol;145.0;29.7;2.9;54990
vw;2018;Manual;1959;Diesel;150.0;57.7;2.0;16991
merc;2019;Semi-Auto;5919;Diesel;145.0;48.7;2.9;34980
vauxhall;2017;Automatic;11460;Petrol;200.0;40.9;1.4;12500
vw;2016;Manual;73500;Diesel;20.0;70.6;2.0;7995
hyundi;2018;Manual;27410;Diesel;145.0;47.1;2.2;18495
vw;2016;Automatic;43268;Diesel;125.0;58.9;2.0;13480
hyundi;2018;Manual;17452;Diesel;145.0;47.1;2.2;20749
merc;2018;Manual;11323;Diesel;145.0;46.3;2.1;20998
audi;2017;Automatic;16975;Petrol;555.0;28.2;4.0;43990
merc;2000;Automatic;87000;Petrol;265.0;27.2;3.2;1490
ford;2015;Manual;29950;Diesel;30.0;64.2;1.5;9499
skoda;2019;Automatic;1500;Petrol;145.0;47.1;1.0;18995
merc;2019;Automatic;6224;Diesel;145.0;30.4;3.0;69990
vauxhall;2016;Manual;17887;Petrol;160.0;47.1;1.4;10590
bmw;2019;Semi-Auto;6747;Petrol;145.0;26.9;3.0;41980
skoda;2020;Semi-Auto;4112;Petrol;145.0;45.6;1.5;17650
ford;2011;Manual;48718;Petrol;200.0;40.9;1.6;6499
hyundi;2017;Semi-Auto;28847;Diesel;240.0;42.8;2.2;21499
ford;2019;Manual;5609;Diesel;145.0;35.3;2.0;21400
bmw;2019;Automatic;1326;Petrol;145.0;34.0;3.0;40000
toyota;2006;Manual;125000;Petrol;240.0;39.2;1.8;1990
ford;2018;Automatic;20318;Diesel;145.0;47.9;2.0;25500
merc;2019;Semi-Auto;10593;Diesel;145.0;45.6;2.2;37995
merc;2018;Manual;22033;Diesel;145.0;46.3;2.1;20498
vauxhall;2016;Automatic;21716;Petrol;200.0;42.8;1.4;10998
ford;2017;Manual;27800;Diesel;30.0;64.2;1.5;9990
audi;2020;Semi-Auto;1100;Diesel;145.0;40.4;3.0;52995
merc;2015;Automatic;29417;Diesel;160.0;51.4;3.0;20995
toyota;2017;Automatic;19870;Hybrid;0.0;94.1;1.8;18999
vw;2018;Manual;7813;Diesel;145.0;65.7;2.0;21502
skoda;2019;Semi-Auto;4169;Petrol;145.0;47.1;1.0;15998
vw;2019;Semi-Auto;3544;Diesel;145.0;32.8;2.0;39950
ford;2018;Manual;13202;Petrol;145.0;47.1;1.0;13000
vw;2019;Semi-Auto;10000;Diesel;150.0;46.3;2.0;20950
vw;2015;Manual;33145;Diesel;20.0;55.4;2.0;14495
ford;2009;Manual;92000;Petrol;30.0;55.4;1.2;2350
ford;2020;Manual;1977;Petrol;150.0;49.6;1.0;22999
ford;2016;Manual;52368;Diesel;165.0;48.7;2.0;15000
audi;2017;Semi-Auto;34201;Diesel;145.0;52.3;3.0;26500
vw;2019;Automatic;5000;Petrol;145.0;47.1;2.0;28900
merc;2017;Semi-Auto;22219;Diesel;145.0;37.2;3.0;41962
ford;2019;Manual;5612;Diesel;145.0;55.4;2.0;27300
audi;2019;Automatic;3000;Diesel;145.0;33.6;3.0;58500
skoda;2017;Manual;15858;Petrol;150.0;61.4;1.0;10495
bmw;2019;Semi-Auto;12;Petrol;145.0;34.0;3.0;41945
bmw;2019;Automatic;155;Diesel;145.0;40.9;3.0;39500
bmw;2020;Semi-Auto;6137;Diesel;145.0;33.6;3.0;63990
skoda;2014;Manual;41936;Diesel;205.0;48.7;2.0;9980
bmw;2015;Manual;37538;Petrol;325.0;32.1;3.0;29197
merc;2019;Semi-Auto;10655;Diesel;145.0;52.3;3.0;47980
vw;2020;Automatic;2451;Diesel;260.0;33.6;3.0;39999
audi;2020;Semi-Auto;2000;Petrol;145.0;29.1;2.9;69950
toyota;2018;Manual;30084;Diesel;265.0;40.4;2.4;23498
audi;2011;Automatic;74408;Diesel;145.0;53.3;3.0;12750
skoda;2020;Semi-Auto;1294;Diesel;145.0;53.3;1.6;22295
audi;2019;Automatic;178;Diesel;145.0;39.2;3.0;52850
ford;2016;Manual;38670;Diesel;30.0;64.2;1.5;9126
vw;2016;Semi-Auto;19019;Diesel;30.0;62.8;2.0;11495
merc;2017;Semi-Auto;39872;Diesel;145.0;50.4;3.0;27498
merc;2018;Semi-Auto;12811;Diesel;145.0;52.3;3.0;43899
ford;2020;Manual;899;Petrol;150.0;49.6;1.0;23970
merc;2017;Automatic;24107;Diesel;150.0;67.3;2.1;20000
bmw;2014;Automatic;53249;Petrol;565.0;28.5;4.4;28490
bmw;2018;Semi-Auto;4135;Diesel;145.0;37.2;3.0;40000
skoda;2017;Manual;28996;Diesel;150.0;74.3;1.4;8999
skoda;2019;Semi-Auto;1901;Petrol;145.0;45.6;1.5;17485
vw;2019;Semi-Auto;13507;Diesel;150.0;54.3;2.0;18495
bmw;2019;Semi-Auto;1501;Petrol;145.0;32.5;3.0;46000
audi;2019;Automatic;10;Diesel;145.0;52.3;3.0;33990
ford;2019;Automatic;5000;Diesel;150.0;32.8;2.0;25995
vw;2016;Manual;35980;Petrol;125.0;52.3;1.4;9975
audi;2013;Automatic;75775;Diesel;200.0;47.9;3.0;14899
vw;2013;Automatic;41858;Diesel;145.0;54.3;2.0;9680
merc;2015;Automatic;8052;Petrol;325.0;31.7;4.7;32249
vauxhall;2018;Manual;10000;Diesel;145.0;53.3;1.5;13500
hyundi;2017;Manual;14554;Petrol;125.0;50.4;1.4;8000
ford;2016;Semi-Auto;34145;Diesel;145.0;52.3;2.0;15870
skoda;2019;Semi-Auto;1250;Petrol;145.0;44.1;1.5;19495
bmw;2018;Semi-Auto;21525;Diesel;145.0;49.6;3.0;28495
toyota;2017;Automatic;15661;Hybrid;135.0;85.6;1.8;19990
vw;2018;Manual;5317;Diesel;145.0;61.4;2.0;20899
vw;2015;Manual;41001;Diesel;20.0;55.4;2.0;11998
vw;2019;Automatic;4000;Diesel;145.0;38.7;2.0;29491
merc;2019;Automatic;677;Diesel;145.0;36.7;2.0;47995
ford;2019;Manual;1606;Petrol;145.0;50.4;1.0;23999
hyundi;2018;Manual;37485;Diesel;145.0;28.0;2.5;15498
ford;2014;Manual;53417;Petrol;30.0;57.7;1.2;3295
toyota;2016;Manual;37305;Diesel;30.0;62.8;1.6;11295
merc;2020;Automatic;2700;Petrol;145.0;44.8;1.3;32900
toyota;2016;Manual;56501;Diesel;20.0;67.3;1.6;9295
merc;2018;Automatic;32197;Petrol;145.0;52.3;1.6;18400
skoda;2017;Manual;83;Diesel;150.0;67.3;1.6;10995
hyundi;2019;Semi-Auto;2000;Diesel;145.0;39.8;2.2;32000
hyundi;2017;Manual;38472;Diesel;145.0;65.7;1.7;9999
skoda;2019;Manual;4942;Diesel;150.0;57.7;1.6;14980
skoda;2014;Semi-Auto;53286;Diesel;30.0;62.8;1.6;6995
ford;2019;Manual;6375;Petrol;145.0;47.9;1.0;14199
bmw;2019;Semi-Auto;5465;Petrol;145.0;38.7;2.0;29941
audi;2019;Automatic;3000;Diesel;145.0;40.4;3.0;39995
merc;2015;Automatic;75358;Diesel;200.0;39.2;2.1;19689
ford;2016;Manual;6160;Petrol;30.0;57.7;1.2;6451
bmw;2020;Semi-Auto;151;Diesel;145.0;26.7;3.0;79991
hyundi;2018;Automatic;33244;Diesel;145.0;28.0;2.5;15995
toyota;2015;Automatic;38841;Diesel;260.0;32.8;3.0;17495
vw;2017;Semi-Auto;10990;Petrol;145.0;44.1;2.0;15995
bmw;2016;Semi-Auto;49689;Petrol;565.0;28.5;4.4;25999
ford;2017;Manual;29684;Diesel;30.0;64.2;1.5;10498
skoda;2019;Semi-Auto;4569;Petrol;145.0;45.6;1.5;17489
bmw;2014;Manual;44678;Diesel;160.0;52.3;2.0;16700
vauxhall;2018;Manual;12679;Diesel;145.0;53.3;1.5;12770
bmw;2020;Semi-Auto;1075;Petrol;150.0;26.4;3.0;54975
skoda;2019;Manual;5421;Diesel;145.0;57.7;1.6;14980
bmw;2020;Semi-Auto;5;Petrol;145.0;37.2;2.0;35850
vw;2018;Automatic;31000;Diesel;260.0;36.2;3.0;26000
vw;2019;Manual;50;Diesel;145.0;52.3;2.0;26498
vw;2019;Semi-Auto;8494;Diesel;145.0;44.1;2.0;28990
vw;2018;Automatic;4350;Petrol;145.0;40.4;1.5;22450
hyundi;2017;Automatic;35154;Diesel;325.0;33.6;2.5;15985
hyundi;2013;Manual;76698;Diesel;30.0;62.8;1.7;5495
hyundi;2018;Manual;38984;Diesel;150.0;37.7;2.5;14900
bmw;2015;Automatic;72720;Diesel;160.0;49.6;3.0;16250
merc;2018;Automatic;13609;Diesel;145.0;37.2;3.0;42248
skoda;2019;Automatic;3500;Petrol;150.0;47.1;1.0;16980
vw;2014;Semi-Auto;28000;Diesel;30.0;57.6;2.0;11990
bmw;2019;Automatic;3890;Diesel;145.0;33.6;3.0;64789
audi;2017;Semi-Auto;23000;Diesel;145.0;39.2;4.0;59950
merc;2013;Automatic;54238;Diesel;145.0;54.3;2.1;12210
vw;2019;Automatic;12174;Diesel;145.0;44.1;2.0;19000
bmw;2019;Automatic;4202;Diesel;145.0;41.5;3.0;50850
audi;2019;Automatic;10521;Diesel;145.0;33.6;3.0;48642
merc;2019;Semi-Auto;3238;Diesel;145.0;36.7;2.0;51000
toyota;2020;Manual;650;Petrol;145.0;33.2;2.0;28000
vw;2019;Automatic;1120;Diesel;260.0;33.6;3.0;36990
hyundi;2017;Manual;41109;Diesel;200.0;47.1;2.2;18670
ford;2020;Manual;1137;Petrol;145.0;50.4;1.0;23999
ford;2020;Manual;999;Petrol;145.0;49.6;1.0;23780
merc;2014;Semi-Auto;69866;Diesel;145.0;56.5;2.0;11100
skoda;2017;Manual;19691;Petrol;145.0;62.8;1.0;8595
merc;2016;Semi-Auto;23020;Diesel;125.0;57.7;2.1;20099
vw;2019;Automatic;8686;Diesel;145.0;60.1;2.0;29495
bmw;2019;Semi-Auto;9829;Diesel;145.0;42.8;2.0;34999
hyundi;2017;Manual;22861;Petrol;145.0;50.4;1.4;8998
vw;2016;Automatic;89603;Diesel;125.0;58.9;2.0;9588
hyundi;2016;Automatic;26294;Diesel;235.0;42.8;2.2;17650
vw;2019;Semi-Auto;3500;Diesel;260.0;32.1;2.0;54995
bmw;2017;Semi-Auto;34024;Hybrid;0.0;128.4;2.0;34000
toyota;2018;Automatic;31786;Hybrid;135.0;235.0;1.8;22890
ford;2019;Semi-Auto;4960;Diesel;145.0;53.3;2.0;22990
hyundi;2015;Manual;20077;Petrol;125.0;50.4;1.4;7998
ford;2019;Manual;5589;Diesel;145.0;61.4;1.5;19500
hyundi;2016;Manual;14600;Petrol;125.0;50.4;1.4;9191
vauxhall;2016;Manual;34372;Petrol;160.0;47.1;1.4;6940
toyota;2019;Manual;1751;Petrol;145.0;33.2;2.0;23980
vw;2018;Semi-Auto;15979;Diesel;150.0;47.9;2.0;24495
merc;2018;Manual;21681;Diesel;145.0;46.3;2.1;20498
audi;2014;Automatic;43752;Petrol;555.0;28.8;4.0;44491
merc;2018;Automatic;5987;Diesel;145.0;37.2;3.0;46532
vauxhall;2011;Automatic;19079;Petrol;145.0;49.6;1.2;5499
skoda;2017;Manual;19025;Petrol;125.0;51.4;1.2;12495
vauxhall;2018;Manual;9428;Diesel;145.0;53.3;1.5;14499
ford;2017;Manual;29881;Petrol;30.0;54.3;1.0;11500
merc;2019;Automatic;3130;Diesel;145.0;48.7;2.9;34979
skoda;2016;Manual;28120;Petrol;125.0;51.4;1.2;10995
merc;2020;Semi-Auto;4500;Diesel;145.0;47.9;2.0;35995
merc;2014;Semi-Auto;32171;Diesel;145.0;56.5;2.0;12998
vw;2020;Semi-Auto;2134;Diesel;150.0;46.3;2.0;21995
vw;2016;Manual;36700;Diesel;30.0;62.8;2.0;10850
merc;2019;Automatic;3138;Petrol;145.0;44.1;1.3;26899
bmw;2020;Semi-Auto;5;Petrol;145.0;37.2;2.0;35850
ford;2016;Manual;21466;Petrol;145.0;57.7;1.2;6995
hyundi;2018;Manual;30734;Diesel;145.0;67.3;1.7;12295
hyundi;2018;Automatic;32543;Diesel;145.0;28.0;2.5;17680
ford;2019;Semi-Auto;5542;Diesel;145.0;37.2;2.0;32599
vw;2015;Manual;36406;Diesel;30.0;53.3;2.0;12990
merc;2019;Semi-Auto;3257;Diesel;145.0;44.8;2.2;39980
ford;2016;Manual;12249;Diesel;30.0;64.2;1.5;10799
hyundi;2013;Automatic;60790;Diesel;205.0;47.1;1.7;6750
vauxhall;2019;Manual;4396;Diesel;145.0;53.3;1.5;15000
vw;2019;Automatic;2500;Diesel;145.0;50.4;2.0;27500
merc;2018;Manual;20646;Diesel;145.0;46.3;2.1;20498
vw;2019;Semi-Auto;2269;Petrol;145.0;40.4;1.5;24995
bmw;2014;Automatic;51932;Hybrid;195.0;41.5;3.0;19995
bmw;2020;Automatic;5000;Diesel;145.0;33.6;3.0;66988
merc;2020;Semi-Auto;29;Diesel;145.0;44.8;2.0;40480
audi;2018;Semi-Auto;12285;Diesel;145.0;50.4;3.0;34000
bmw;2019;Automatic;8000;Petrol;145.0;33.6;3.0;60000
skoda;2014;Manual;69815;Diesel;30.0;61.4;1.6;5998
vw;2019;Automatic;6837;Petrol;145.0;40.4;1.5;23256
merc;2019;Semi-Auto;1000;Petrol;145.0;34.0;4.0;93499
ford;2019;Manual;871;Petrol;145.0;50.4;1.0;23999
ford;2020;Semi-Auto;691;Petrol;145.0;22.1;5.0;39990
audi;2019;Semi-Auto;16385;Diesel;150.0;33.6;3.0;49995
merc;2017;Automatic;40000;Diesel;150.0;44.8;2.1;33990
skoda;2019;Manual;3433;Petrol;145.0;49.6;1.0;14694
merc;2017;Semi-Auto;15400;Petrol;145.0;28.0;5.5;67699
vauxhall;2019;Manual;10693;Petrol;145.0;42.2;1.2;13875
hyundi;2018;Manual;38520;Diesel;145.0;28.0;2.5;15998
hyundi;2019;Semi-Auto;17835;Diesel;145.0;39.8;2.2;28500
bmw;2019;Semi-Auto;23;Petrol;145.0;24.1;4.4;70995
hyundi;2017;Manual;22880;Petrol;145.0;50.4;1.4;9499
vw;2019;Semi-Auto;9490;Petrol;145.0;47.1;2.0;25165
audi;2019;Automatic;4700;Diesel;145.0;35.8;3.0;48790
ford;2016;Manual;22543;Petrol;30.0;57.7;1.2;5990
merc;2019;Automatic;2145;Diesel;145.0;36.2;2.0;46220
bmw;2007;Automatic;83000;Diesel;325.0;34.4;2.5;5200
hyundi;2016;Manual;38297;Petrol;125.0;50.4;1.4;7298
skoda;2020;Automatic;3059;Petrol;150.0;47.1;1.0;18600
vw;2019;Automatic;4251;Diesel;145.0;50.4;2.0;28990
ford;2017;Manual;19906;Diesel;145.0;61.4;2.0;11700
merc;2019;Automatic;11442;Diesel;145.0;51.4;2.1;25499
audi;2018;Semi-Auto;13512;Diesel;145.0;50.4;3.0;33498
vw;2018;Semi-Auto;5807;Petrol;145.0;40.4;1.5;23498
merc;2017;Automatic;28416;Diesel;145.0;37.2;3.0;46002
bmw;2016;Automatic;41063;Other;0.0;470.8;0.6;17000
skoda;2015;Manual;36550;Petrol;20.0;60.1;1.2;7995
skoda;2017;Manual;26588;Petrol;145.0;51.4;1.2;10800
ford;2017;Manual;16310;Petrol;125.0;50.4;1.0;10998
hyundi;2017;Manual;22880;Petrol;145.0;50.4;1.4;8899
toyota;2020;Automatic;1244;Diesel;145.0;30.1;2.8;52990
audi;2018;Semi-Auto;10249;Diesel;145.0;50.4;3.0;33998
ford;2019;Manual;2167;Petrol;145.0;51.4;1.0;20000
toyota;2017;Manual;31141;Diesel;145.0;58.9;2.0;11495
toyota;2019;Automatic;6500;Hybrid;135.0;64.2;1.8;24695
skoda;2019;Manual;7000;Petrol;145.0;49.6;1.0;14990
audi;2020;Automatic;1500;Diesel;145.0;39.2;0.0;44888
bmw;2016;Automatic;27483;Diesel;200.0;49.6;3.0;21795
audi;2018;Automatic;3000;Diesel;145.0;50.4;3.0;39500
vw;2010;Manual;90000;Diesel;145.0;50.4;2.0;6500
toyota;2017;Manual;11898;Petrol;145.0;36.2;2.0;17500
vw;2017;Manual;45193;Diesel;150.0;55.4;2.0;14000
skoda;2018;Manual;26311;Petrol;150.0;61.4;1.0;10185
hyundi;2017;Manual;12803;Petrol;125.0;50.4;1.4;9781
ford;2016;Manual;15414;Diesel;30.0;64.2;1.5;10277
merc;2018;Automatic;11876;Petrol;145.0;38.2;3.0;47480
toyota;2013;Manual;35683;Diesel;265.0;36.7;3.0;15995
ford;2015;Manual;22366;Petrol;30.0;57.7;1.2;5192
toyota;2009;Automatic;43134;Petrol;200.0;42.2;1.8;6695
vw;2015;Semi-Auto;55000;Diesel;300.0;37.2;2.0;25995
vw;2016;Semi-Auto;13841;Petrol;200.0;39.2;1.8;14302
